用户码,曾助力,曾拼团,曾推荐,设备,城市类型,R值,M值,裂变类型,是否转化
488,0,1,1,其它,二线,1,1402.95,拼团盛放,0
489,0,1,1,手机,中小,4,29.99,拼团盛放,0
490,0,1,1,手机,二线,3,143.19,情侣花享,0
491,1,0,1,其它,一线,3,764.96,情侣花享,1
492,0,1,1,手机,二线,11,29.99,拼团盛放,0
493,1,1,0,手机,一线,9,414.36,没有促销,0
494,1,0,0,手机,二线,10,121.6,情侣花享,0
495,0,1,0,电脑,一线,2,82.06,拼团盛放,0
496,1,0,0,电脑,二线,10,177.48,没有促销,0
497,1,1,1,手机,一线,6,1190.08,没有促销,0
498,0,1,0,手机,中小,2,54.48,情侣花享,0
499,1,0,1,手机,一线,12,63.28,情侣花享,0
500,1,0,1,手机,一线,1,532.98,拼团盛放,0
501,0,1,1,电脑,一线,10,29.99,没有促销,1
502,0,1,1,电脑,一线,9,29.99,没有促销,0
503,0,1,1,电脑,中小,8,215.68,情侣花享,0
504,0,1,0,手机,一线,1,50.01,没有促销,0
505,1,1,1,电脑,中小,9,880.11,拼团盛放,0
506,0,1,0,手机,二线,3,83.14,拼团盛放,0
507,1,0,1,其它,一线,2,478.29,没有促销,0
508,0,1,0,手机,一线,3,243.8,没有促销,0
509,1,0,1,手机,二线,11,421.03,拼团盛放,0
510,0,1,1,电脑,一线,10,59.39,拼团盛放,0
511,0,1,0,电脑,一线,1,380.93,没有促销,0
512,1,0,0,手机,二线,5,385.2,拼团盛放,0
513,1,0,1,电脑,二线,2,107.33,没有促销,0
514,1,0,1,手机,一线,2,29.99,情侣花享,0
515,0,1,0,电脑,一线,6,161.44,情侣花享,1
516,0,1,0,电脑,二线,1,383.7,没有促销,0
517,1,0,0,其它,一线,10,412.56,拼团盛放,0
518,0,1,0,手机,一线,2,235.87,没有促销,1
519,1,0,0,其它,一线,3,222.83,拼团盛放,0
520,0,1,0,手机,一线,6,29.99,情侣花享,0
521,1,1,1,其它,中小,2,773.55,拼团盛放,1
522,0,1,1,电脑,二线,1,128.07,拼团盛放,0
523,0,1,1,电脑,中小,2,214.89,没有促销,0
524,1,0,1,其它,二线,3,1397.57,情侣花享,0
525,1,0,0,电脑,中小,3,29.99,情侣花享,0
526,1,0,0,电脑,二线,7,97.62,拼团盛放,0
527,1,0,0,手机,二线,3,346.96,没有促销,0
528,0,1,1,手机,二线,8,209.26,拼团盛放,0
529,1,1,0,其它,一线,10,368.27,拼团盛放,0
530,1,0,0,手机,二线,5,78.93,没有促销,1
531,0,1,1,电脑,一线,10,185.72,没有促销,0
532,1,0,0,电脑,二线,4,29.99,没有促销,0
533,0,1,1,电脑,一线,4,409.11,没有促销,0
534,1,0,1,其它,一线,1,503.72,拼团盛放,0
535,1,0,1,手机,一线,8,117.07,拼团盛放,0
536,0,1,0,其它,一线,1,386.17,拼团盛放,0
537,1,0,1,电脑,二线,7,78.27,没有促销,0
538,0,1,0,电脑,二线,2,229.42,没有促销,0
539,0,1,0,其它,二线,1,323.9,拼团盛放,0
540,0,1,1,手机,二线,10,106.08,拼团盛放,0
541,1,0,1,其它,二线,5,712.97,没有促销,0
542,1,0,0,电脑,一线,10,170.63,情侣花享,0
543,1,0,1,手机,一线,7,199.06,没有促销,0
544,0,1,0,电脑,一线,4,186.1,情侣花享,0
545,0,1,1,电脑,一线,10,169.77,拼团盛放,1
546,0,1,0,手机,一线,11,92.71,没有促销,0
547,0,1,0,手机,一线,11,304.98,没有促销,0
548,0,1,0,手机,一线,1,357,情侣花享,0
549,0,1,1,电脑,一线,2,853.79,拼团盛放,0
550,1,0,1,电脑,二线,7,29.99,拼团盛放,0
551,0,1,1,电脑,二线,2,530.03,拼团盛放,0
552,1,1,0,其它,一线,10,436.1,情侣花享,0
553,0,1,1,手机,一线,11,109.82,没有促销,0
554,1,1,1,电脑,二线,9,390.31,拼团盛放,0
555,0,1,1,电脑,中小,2,232.59,情侣花享,0
556,1,0,0,手机,中小,8,29.99,情侣花享,0
557,1,0,0,手机,二线,7,165.99,没有促销,0
558,1,1,1,其它,二线,3,847.38,情侣花享,0
559,0,1,1,其它,二线,3,351.59,没有促销,0
560,0,1,0,电脑,一线,11,29.99,拼团盛放,0
561,1,0,0,手机,一线,12,29.99,没有促销,0
562,0,1,1,电脑,一线,12,75.93,没有促销,0
563,0,1,0,手机,二线,3,109.82,没有促销,0
564,1,0,0,电脑,二线,3,83.83,没有促销,0
565,0,1,0,手机,一线,1,145.74,拼团盛放,0
566,1,0,1,电脑,二线,5,684.02,没有促销,0
567,1,0,1,电脑,二线,10,33.13,拼团盛放,0
568,1,1,0,手机,二线,4,375.9,没有促销,0
569,0,1,0,电脑,二线,2,66.2,拼团盛放,0
570,0,1,1,电脑,二线,6,63.35,没有促销,0
571,1,0,0,手机,一线,9,341.22,拼团盛放,0
572,1,0,0,手机,二线,12,178,拼团盛放,0
573,1,1,1,手机,二线,1,662.38,拼团盛放,0
574,1,0,0,电脑,一线,2,126.95,情侣花享,0
575,1,0,1,电脑,中小,10,29.99,没有促销,0
576,0,1,1,电脑,二线,7,38.9,拼团盛放,0
577,0,1,1,电脑,二线,10,310.07,情侣花享,0
578,0,1,1,电脑,中小,4,59.3,情侣花享,1
579,1,0,0,电脑,二线,10,40.86,拼团盛放,0
580,1,0,0,电脑,一线,5,238.47,情侣花享,1
581,0,1,0,电脑,二线,10,36.22,没有促销,0
582,1,0,1,电脑,二线,1,628.15,情侣花享,0
583,1,0,0,电脑,二线,5,123.59,没有促销,0
584,1,0,0,手机,二线,8,29.99,情侣花享,0
585,1,0,0,电脑,一线,9,240.67,拼团盛放,0
586,0,1,1,电脑,中小,1,326.81,拼团盛放,0
587,1,1,1,其它,中小,4,725.71,没有促销,1
588,0,1,0,手机,中小,6,236.64,拼团盛放,0
589,0,1,0,手机,二线,10,133.84,拼团盛放,0
590,0,1,0,手机,一线,7,454.72,拼团盛放,0
591,1,0,0,手机,二线,8,29.99,情侣花享,0
592,1,0,1,手机,一线,2,152.49,情侣花享,0
593,1,1,1,手机,二线,4,531.85,没有促销,0
594,0,1,0,电脑,一线,1,127.55,没有促销,0
595,0,1,1,电脑,二线,6,62.46,没有促销,0
596,1,0,0,手机,中小,3,81.68,拼团盛放,0
597,1,1,1,其它,一线,4,986.7,情侣花享,0
598,1,0,0,手机,一线,12,152.11,没有促销,0
599,0,1,0,电脑,二线,1,164.73,没有促销,0
600,0,1,0,手机,一线,10,477.54,情侣花享,0
601,1,1,1,电脑,一线,5,564.59,情侣花享,0
602,1,1,1,电脑,二线,2,789.68,没有促销,0
603,0,1,1,手机,二线,1,801.32,拼团盛放,1
604,0,1,0,手机,一线,11,287.27,拼团盛放,0
605,1,0,1,手机,一线,10,29.99,没有促销,0
606,1,0,0,电脑,一线,9,29.99,没有促销,0
607,1,1,1,其它,一线,10,624.61,拼团盛放,0
608,0,1,1,手机,中小,3,559.6,拼团盛放,1
609,1,0,0,电脑,中小,9,94.08,拼团盛放,0
610,0,1,0,电脑,二线,9,119.02,情侣花享,0
611,0,1,0,电脑,中小,1,148.36,没有促销,0
612,1,0,1,电脑,一线,9,94.67,情侣花享,0
613,0,1,0,电脑,中小,4,44.89,没有促销,0
614,1,0,1,手机,中小,11,31.89,没有促销,0
615,1,0,1,电脑,一线,8,225.99,拼团盛放,0
616,0,1,1,手机,二线,1,938.34,拼团盛放,1
617,0,1,1,电脑,二线,11,150.2,情侣花享,0
618,0,1,0,手机,二线,2,29.99,拼团盛放,1
619,1,0,1,电脑,二线,2,243.19,没有促销,0
620,0,1,0,电脑,二线,10,52.86,情侣花享,0
621,1,0,1,电脑,二线,6,92.01,没有促销,0
622,0,1,1,电脑,二线,9,574.65,拼团盛放,0
623,1,0,0,电脑,二线,2,465.95,情侣花享,0
624,0,1,0,手机,二线,11,130.84,情侣花享,0
625,1,0,1,电脑,一线,2,626.98,拼团盛放,0
626,0,1,1,其它,中小,10,591.39,情侣花享,0
627,0,1,0,电脑,二线,9,29.99,情侣花享,0
628,0,1,1,手机,二线,11,29.99,拼团盛放,0
629,1,0,1,手机,一线,8,29.99,情侣花享,0
630,1,0,1,手机,二线,4,93.36,没有促销,0
631,1,0,0,手机,中小,10,203.22,拼团盛放,1
632,0,1,1,电脑,二线,11,98.05,情侣花享,0
633,1,1,0,其它,一线,5,380.86,没有促销,0
634,1,0,0,电脑,一线,9,42.1,拼团盛放,0
635,1,0,1,手机,一线,6,104.62,没有促销,0
636,1,0,1,电脑,一线,9,44.42,情侣花享,0
637,0,1,1,其它,二线,2,1332.22,情侣花享,0
638,1,0,1,手机,中小,2,184.45,没有促销,0
639,0,1,0,电脑,一线,5,144.74,情侣花享,0
640,1,0,1,手机,中小,10,152.86,拼团盛放,0
641,1,0,1,电脑,一线,8,572.65,没有促销,0
642,0,1,1,手机,一线,10,29.99,情侣花享,0
643,1,0,1,电脑,中小,1,797.98,拼团盛放,0
644,1,0,0,电脑,二线,12,131.32,情侣花享,1
645,1,0,0,手机,中小,6,31.79,情侣花享,0
646,1,0,0,电脑,二线,1,291.15,没有促销,0
647,1,0,0,电脑,一线,6,29.99,情侣花享,0
648,1,0,1,电脑,一线,7,142.44,拼团盛放,0
649,0,1,0,电脑,一线,11,72.71,没有促销,0
650,1,0,0,手机,二线,2,341.52,拼团盛放,0
651,1,1,1,手机,一线,1,519.69,情侣花享,0
652,1,0,1,电脑,二线,9,158.42,没有促销,0
653,1,1,1,其它,中小,3,580.04,情侣花享,0
654,1,0,1,电脑,一线,9,71.22,没有促销,0
655,0,1,1,手机,中小,1,29.99,情侣花享,0
656,1,1,0,电脑,二线,1,344.05,情侣花享,0
657,1,0,1,电脑,一线,6,207.58,情侣花享,0
658,1,0,1,电脑,一线,4,143.7,拼团盛放,0
659,1,1,0,电脑,二线,10,253.2,拼团盛放,1
660,1,1,1,电脑,一线,1,285.03,没有促销,0
661,1,0,0,手机,二线,1,159.68,没有促销,0
662,1,0,1,电脑,中小,1,890.26,情侣花享,0
663,1,1,0,手机,二线,2,223.66,拼团盛放,0
664,1,1,1,手机,二线,4,238.19,没有促销,0
665,1,0,1,电脑,一线,10,49.82,拼团盛放,0
666,1,0,0,电脑,一线,10,281.78,情侣花享,0
667,0,1,0,电脑,中小,9,170.35,拼团盛放,1
668,1,1,1,手机,二线,4,818.79,没有促销,0
669,1,0,1,手机,二线,9,29.99,拼团盛放,0
670,0,1,0,手机,二线,3,147.62,情侣花享,0
671,1,0,1,手机,一线,9,29.99,没有促销,0
672,1,1,0,电脑,一线,7,325.83,没有促销,0
673,0,1,1,电脑,一线,9,97.41,情侣花享,1
674,0,1,1,手机,二线,6,113.92,拼团盛放,0
675,1,1,1,其它,二线,1,1049.71,拼团盛放,1
676,1,0,0,电脑,中小,2,57.86,情侣花享,0
677,1,0,0,其它,二线,2,225.08,拼团盛放,0
678,1,0,0,手机,一线,2,213.67,情侣花享,1
679,1,0,1,电脑,一线,2,58.26,拼团盛放,0
680,0,1,1,手机,二线,1,228.14,没有促销,0
681,1,1,0,其它,一线,10,492.93,拼团盛放,0
682,0,1,1,手机,一线,2,196.9,没有促销,0
683,0,1,0,其它,一线,6,218.62,情侣花享,0
684,1,0,1,电脑,一线,1,832.86,拼团盛放,0
685,1,1,1,电脑,中小,9,308.27,情侣花享,0
686,0,1,0,手机,一线,8,105.13,情侣花享,0
687,1,1,1,其它,一线,1,505.08,情侣花享,1
688,0,1,1,电脑,二线,6,333.98,拼团盛放,0
689,0,1,0,手机,中小,4,229.66,拼团盛放,1
690,0,1,1,手机,二线,1,76.52,拼团盛放,0
691,0,1,1,手机,一线,5,29.99,情侣花享,0
692,1,0,1,电脑,一线,9,47.03,没有促销,0
693,1,0,1,手机,一线,10,196.29,没有促销,0
694,0,1,0,电脑,二线,10,337.34,拼团盛放,0
695,0,1,0,手机,一线,8,364.03,拼团盛放,0
696,1,0,0,手机,二线,8,73.34,拼团盛放,0
697,1,0,0,电脑,一线,11,112.91,拼团盛放,0
698,1,0,1,电脑,一线,9,990.71,情侣花享,0
699,1,0,0,电脑,二线,2,113.39,拼团盛放,0
700,1,0,0,手机,一线,6,323.57,情侣花享,0
701,1,0,1,电脑,中小,2,447.09,情侣花享,1
702,1,1,0,电脑,一线,6,288.12,拼团盛放,0
703,0,1,0,手机,中小,4,117.62,没有促销,0
704,1,1,1,其它,中小,8,298.44,情侣花享,1
705,0,1,1,手机,二线,8,63.18,情侣花享,0
706,1,0,1,电脑,二线,4,34,没有促销,0
707,0,1,0,其它,二线,6,325.63,情侣花享,0
708,0,1,1,手机,一线,9,419.52,没有促销,0
709,1,0,0,手机,二线,1,335.71,情侣花享,1
710,0,1,0,手机,二线,10,74.08,情侣花享,0
711,0,1,1,电脑,一线,5,122.63,没有促销,0
712,0,1,1,手机,二线,7,82.08,没有促销,0
713,0,1,0,电脑,一线,1,163.62,情侣花享,0
714,0,1,0,电脑,中小,8,179.95,拼团盛放,1
715,1,1,1,电脑,二线,1,789.07,没有促销,0
716,1,0,0,手机,二线,2,93.85,没有促销,0
717,0,1,0,电脑,二线,3,366.41,没有促销,0
718,0,1,1,手机,中小,2,29.99,没有促销,0
719,1,0,0,电脑,二线,5,29.99,没有促销,0
720,1,1,1,手机,二线,5,594.63,没有促销,0
721,0,1,1,手机,二线,11,81.52,拼团盛放,1
722,0,1,0,手机,二线,11,29.99,情侣花享,0
723,1,0,0,电脑,一线,10,67.4,情侣花享,0
724,0,1,1,电脑,一线,4,88.57,情侣花享,0
725,1,0,0,电脑,一线,12,29.99,拼团盛放,0
726,0,1,0,手机,二线,8,29.99,拼团盛放,0
727,0,1,1,手机,一线,7,100.11,情侣花享,0
728,0,1,1,电脑,二线,9,68.77,情侣花享,0
729,1,0,0,电脑,中小,1,44.33,拼团盛放,0
730,1,0,0,手机,一线,10,99.92,没有促销,0
731,1,1,0,电脑,二线,5,311.81,拼团盛放,0
732,0,1,0,电脑,一线,2,59.07,拼团盛放,0
733,1,0,0,电脑,二线,9,265.4,情侣花享,1
734,1,0,0,手机,二线,9,164.34,没有促销,0
735,0,1,1,手机,二线,7,60.31,没有促销,0
736,0,1,0,电脑,二线,3,355.3,拼团盛放,0
737,1,0,0,手机,二线,6,29.99,拼团盛放,0
738,0,1,0,电脑,中小,11,29.99,没有促销,0
739,1,0,1,手机,一线,5,561.81,情侣花享,0
740,1,0,1,其它,二线,5,286.74,没有促销,0
741,0,1,1,手机,二线,7,210.88,没有促销,0
742,1,0,1,电脑,一线,10,42.77,拼团盛放,0
743,1,0,1,电脑,二线,1,529.25,情侣花享,0
744,0,1,1,手机,一线,11,133.92,情侣花享,0
745,1,0,1,手机,中小,3,247.42,没有促销,1
746,0,1,0,手机,二线,6,144.07,情侣花享,0
747,1,0,0,电脑,中小,12,42.37,情侣花享,0
748,1,0,1,电脑,一线,8,170.1,情侣花享,0
749,0,1,0,电脑,一线,11,29.99,没有促销,0
750,0,1,1,手机,二线,3,123.57,没有促销,0
751,1,0,0,手机,二线,9,52.48,拼团盛放,0
752,1,0,1,手机,二线,11,147.3,拼团盛放,0
753,0,1,1,手机,一线,5,297.99,情侣花享,0
754,0,1,1,其它,二线,3,731.88,拼团盛放,0
755,1,1,1,其它,中小,1,937.28,没有促销,0
756,1,1,1,手机,中小,2,1039.77,没有促销,1
757,1,0,0,电脑,二线,9,29.99,没有促销,0
758,1,0,1,其它,一线,1,635.86,情侣花享,0
759,0,1,0,手机,二线,4,210.05,没有促销,0
760,1,0,0,电脑,一线,8,53.68,拼团盛放,0
761,0,1,0,电脑,二线,12,32.75,拼团盛放,0
762,1,0,1,电脑,二线,7,29.99,没有促销,0
763,1,0,0,手机,二线,11,194.56,没有促销,0
764,1,1,1,手机,二线,4,292.62,拼团盛放,0
765,1,0,0,电脑,一线,5,187.99,没有促销,0
766,1,0,0,手机,一线,4,82.98,没有促销,0
767,0,1,1,手机,一线,10,167.03,拼团盛放,0
768,0,1,0,手机,中小,10,29.99,情侣花享,1
769,1,0,1,手机,一线,4,745.39,情侣花享,0
770,1,1,0,手机,二线,6,341.46,情侣花享,0
771,0,1,0,手机,中小,5,29.99,没有促销,0
772,1,0,1,手机,中小,10,61.01,拼团盛放,0
773,1,0,0,手机,中小,7,79.15,没有促销,0
774,1,1,0,其它,二线,8,268.38,拼团盛放,1
775,1,1,0,电脑,一线,6,256.31,拼团盛放,0
776,1,0,0,电脑,二线,10,92.96,没有促销,0
777,1,1,0,手机,一线,3,399.85,拼团盛放,0
778,0,1,0,电脑,二线,2,300.32,拼团盛放,0
779,1,0,1,电脑,一线,10,587.29,没有促销,0
780,1,0,1,手机,中小,1,185.54,没有促销,0
781,1,1,0,电脑,二线,10,344.21,拼团盛放,0
782,1,1,0,其它,二线,10,359.77,拼团盛放,0
783,1,0,1,手机,一线,2,116.93,情侣花享,0
784,1,0,1,其它,二线,3,251.96,情侣花享,0
785,1,0,0,手机,二线,9,29.99,拼团盛放,0
786,1,1,1,手机,二线,1,681.5,拼团盛放,0
787,1,1,1,其它,一线,2,985.22,情侣花享,1
788,0,1,0,电脑,一线,6,29.99,没有促销,0
789,0,1,1,手机,中小,9,196.48,情侣花享,0
790,0,1,0,电脑,一线,1,149.59,拼团盛放,1
791,1,0,1,手机,一线,4,168.05,拼团盛放,0
792,1,0,1,电脑,二线,5,611.4,没有促销,0
793,1,0,1,手机,二线,1,303.39,没有促销,0
794,0,1,1,电脑,一线,9,31.55,没有促销,0
795,0,1,0,电脑,一线,5,84.1,情侣花享,0
796,1,0,1,手机,一线,6,82,情侣花享,0
797,1,0,0,手机,中小,9,29.99,没有促销,0
798,1,0,1,手机,二线,4,29.99,拼团盛放,0
799,1,0,0,电脑,二线,7,54.56,拼团盛放,1
800,0,1,0,电脑,一线,4,486.67,拼团盛放,0
801,1,0,1,手机,二线,5,29.99,没有促销,0
802,0,1,0,电脑,一线,8,143.74,拼团盛放,0
803,1,0,1,其它,中小,9,558.54,拼团盛放,0
804,1,1,1,其它,二线,5,611.38,拼团盛放,0
805,0,1,0,手机,中小,4,29.99,拼团盛放,0
806,1,0,0,手机,一线,2,387.12,拼团盛放,0
807,1,0,1,其它,二线,1,345.46,没有促销,0
808,1,0,1,手机,二线,1,149.23,拼团盛放,0
809,1,0,0,手机,一线,10,287.51,情侣花享,0
810,1,0,0,电脑,中小,7,128.63,情侣花享,1
811,0,1,1,手机,二线,1,164.83,没有促销,0
812,1,0,0,电脑,二线,1,63.91,没有促销,0
813,0,1,1,电脑,二线,6,123.41,情侣花享,0
814,0,1,0,手机,一线,4,65.23,拼团盛放,0
815,1,1,0,手机,二线,6,348.43,拼团盛放,1
816,1,0,0,电脑,二线,10,29.99,拼团盛放,0
817,1,1,1,手机,二线,6,743.62,情侣花享,1
818,0,1,0,电脑,一线,9,140.6,拼团盛放,0
819,1,0,0,手机,一线,1,164.39,没有促销,0
820,1,0,1,电脑,二线,5,134.5,拼团盛放,0
821,1,0,1,手机,二线,7,894.95,拼团盛放,0
822,1,0,0,电脑,一线,7,190.78,情侣花享,0
823,0,1,1,手机,二线,10,29.99,情侣花享,0
824,1,0,0,手机,二线,4,212.42,情侣花享,0
825,1,0,0,手机,二线,3,216.97,拼团盛放,0
826,1,0,1,电脑,二线,3,107.45,情侣花享,1
827,1,0,1,电脑,一线,11,51.68,没有促销,0
828,0,1,0,手机,二线,12,29.99,拼团盛放,0
829,1,0,0,电脑,中小,3,153.16,情侣花享,0
830,1,0,1,手机,二线,3,161.69,没有促销,0
831,1,0,1,电脑,二线,3,60.64,情侣花享,0
832,1,1,0,手机,一线,12,201.92,拼团盛放,1
833,1,0,0,电脑,中小,1,135.01,拼团盛放,0
834,1,0,1,手机,一线,3,62.96,情侣花享,0
835,0,1,0,电脑,一线,5,136.88,没有促销,0
836,0,1,1,手机,二线,12,56.36,没有促销,0
837,0,1,1,其它,二线,3,543.89,拼团盛放,0
838,0,1,0,手机,二线,10,190.45,情侣花享,0
839,0,1,0,电脑,中小,10,29.99,情侣花享,0
840,1,1,1,手机,中小,2,1343.18,情侣花享,0
841,0,1,1,电脑,中小,1,153.88,情侣花享,1
842,0,1,1,其它,一线,2,439.98,拼团盛放,0
843,0,1,0,手机,一线,3,29.99,没有促销,0
844,1,1,1,其它,中小,1,1252.94,没有促销,0
845,1,0,1,其它,一线,1,812.48,拼团盛放,0
846,0,1,1,其它,二线,1,734.38,没有促销,0
847,1,0,0,电脑,二线,5,122.79,情侣花享,0
848,1,0,1,手机,二线,4,29.99,情侣花享,0
849,0,1,0,手机,二线,5,46.92,没有促销,0
850,1,0,1,电脑,二线,7,181.24,情侣花享,0
851,0,1,1,手机,一线,6,60.35,没有促销,0
852,1,1,1,其它,二线,2,667.6,拼团盛放,0
853,1,0,1,电脑,一线,3,29.99,情侣花享,0
854,0,1,1,手机,一线,2,123.94,情侣花享,0
855,0,1,1,电脑,二线,11,68.42,拼团盛放,0
856,1,0,1,电脑,一线,11,29.99,没有促销,0
857,0,1,0,电脑,二线,11,76.6,没有促销,0
858,1,0,0,手机,一线,11,29.99,情侣花享,0
859,0,1,0,电脑,二线,1,118.85,拼团盛放,0
860,1,0,1,手机,二线,10,29.99,拼团盛放,1
861,1,0,0,电脑,二线,10,106.14,拼团盛放,0
862,1,1,1,其它,一线,1,515.27,没有促销,0
863,0,1,0,电脑,一线,7,29.99,拼团盛放,1
864,0,1,1,电脑,中小,3,109.71,情侣花享,0
865,0,1,0,手机,二线,1,117.16,拼团盛放,0
866,1,0,0,电脑,二线,2,179.98,拼团盛放,0
867,0,1,1,手机,一线,9,41.14,拼团盛放,0
868,0,1,1,手机,中小,8,29.99,情侣花享,0
869,1,1,1,手机,二线,5,700.68,没有促销,0
870,0,1,0,手机,一线,12,71.14,情侣花享,0
871,1,0,0,手机,二线,2,285.27,情侣花享,0
872,1,0,0,电脑,二线,9,74.52,情侣花享,0
873,0,1,0,手机,二线,5,105.33,拼团盛放,1
874,1,0,0,电脑,二线,6,222.43,没有促销,1
875,1,0,1,手机,二线,2,29.99,拼团盛放,0
876,1,1,1,电脑,一线,2,903.82,没有促销,0
877,0,1,1,手机,一线,8,54.67,拼团盛放,0
878,0,1,0,电脑,二线,5,85.8,情侣花享,0
879,0,1,1,电脑,二线,3,436.7,情侣花享,0
880,0,1,0,电脑,一线,2,144.54,没有促销,0
881,1,0,1,其它,二线,3,200.29,拼团盛放,0
882,1,0,0,其它,二线,10,403.82,没有促销,0
883,0,1,1,电脑,一线,7,29.99,没有促销,0
884,1,0,1,手机,二线,6,58.42,情侣花享,0
885,1,0,0,手机,二线,2,144.14,没有促销,0
886,1,0,0,电脑,一线,5,36.44,情侣花享,1
887,0,1,1,手机,二线,10,120.4,拼团盛放,0
888,1,1,0,电脑,二线,3,211.07,拼团盛放,0
889,0,1,0,手机,一线,8,51.68,没有促销,0
890,1,0,1,手机,一线,11,59.69,没有促销,0
891,1,1,1,其它,一线,2,879.73,没有促销,0
892,1,0,1,电脑,一线,6,114.17,情侣花享,0
893,0,1,0,电脑,一线,7,381.68,情侣花享,0
894,1,0,0,手机,二线,6,315.17,情侣花享,0
895,1,1,1,电脑,一线,4,1587.28,情侣花享,0
896,1,0,1,电脑,二线,1,110.43,拼团盛放,0
897,1,0,0,手机,一线,7,199.11,没有促销,0
898,0,1,1,电脑,二线,8,221.07,情侣花享,0
899,1,0,0,手机,一线,11,29.99,情侣花享,1
900,1,0,0,手机,一线,9,30.34,拼团盛放,0
901,0,1,0,手机,二线,7,85.05,情侣花享,0
902,1,0,1,电脑,二线,7,180.36,拼团盛放,0
903,1,1,1,电脑,二线,8,389.82,情侣花享,0
904,0,1,0,电脑,一线,2,464.33,没有促销,1
905,1,0,1,其它,二线,1,449.89,没有促销,0
906,1,0,0,手机,二线,9,329.92,没有促销,0
907,1,0,0,电脑,二线,1,275.15,拼团盛放,0
908,1,0,0,电脑,一线,9,73.62,拼团盛放,0
909,1,0,0,电脑,二线,8,123.34,没有促销,0
910,1,1,0,电脑,中小,2,230.17,拼团盛放,1
911,1,0,1,电脑,二线,1,751.35,拼团盛放,0
912,0,1,1,其它,二线,1,1200.5,没有促销,0
913,1,0,1,手机,二线,2,56.25,情侣花享,0
914,0,1,1,其它,一线,1,1674.63,情侣花享,0
915,1,0,1,手机,二线,9,29.99,没有促销,0
916,0,1,1,电脑,二线,2,481.74,情侣花享,1
917,0,1,0,手机,中小,10,267.6,情侣花享,0
918,1,0,0,电脑,一线,4,320.57,没有促销,0
919,0,1,0,手机,中小,10,286.21,没有促销,0
920,1,0,1,电脑,一线,10,313.54,情侣花享,0
921,0,1,0,手机,中小,1,29.99,情侣花享,1
922,0,1,0,电脑,一线,9,29.99,情侣花享,0
923,0,1,0,其它,二线,1,340.88,拼团盛放,0
