用户码,性别,年龄,城市,入会月数,会员类型,活跃用户,会员积分,总消费,年收入,裂变方案,是否转化
396,女,61,苏州,2,2,1,655,30825.46,226317.171,买一送一,0
397,男,30,杭州,8,2,0,683,4768.42,136320.3096,疯狂打折,0
398,男,35,杭州,8,1,0,513,14653.97,0,买一送一,1
399,女,43,苏州,5,2,1,757,668.72,161662.9959,买一送一,1
400,男,40,杭州,2,2,1,591,16958.92,122860.2966,买一送一,0
401,女,36,扬州,5,2,0,612,30481.18,147353.1021,买一送一,0
402,男,30,杭州,2,1,0,529,14394.92,143043.2067,买一送一,0
403,男,35,苏州,8,1,1,523,35586.79,170702.7948,买一送一,0
404,男,43,苏州,0,3,0,850,35190.21,133465.8486,买一送一,1
405,女,33,杭州,6,2,0,452,28991.18,161989.2411,买一送一,0
406,男,38,杭州,7,1,0,578,1720.26,101178.9267,买一送一,0
407,女,25,苏州,5,1,1,813,25422.43,152048.2089,疯狂打折,0
408,女,22,杭州,9,1,1,730,27876.1,80889.1911,买一送一,0
409,男,21,扬州,7,1,1,570,28315.03,142802.7786,买一送一,0
410,女,59,扬州,6,2,1,720,30755.14,0,买一送一,1
411,女,64,苏州,2,1,1,595,17196.12,130055.6736,买一送一,1
412,男,36,扬州,1,1,0,557,18817.03,139125.6198,买一送一,0
413,男,18,苏州,9,1,1,684,913.42,111369.12,疯狂打折,0
414,男,45,苏州,3,2,1,436,35093.73,128337.1053,买一送一,1
415,男,47,杭州,10,1,0,495,13589.19,169349.6964,买一送一,0
416,男,34,杭州,1,2,1,730,24204.97,0,买一送一,0
417,男,28,杭州,9,2,1,494,15196.89,141120.0648,疯狂打折,0
418,男,36,苏州,5,1,0,850,36622.39,147580.4061,买一送一,1
419,男,36,扬州,5,2,0,614,24973.38,0,买一送一,0
420,男,36,苏州,6,2,0,678,10166.73,145691.2245,买一送一,0
421,男,34,苏州,7,1,0,513,23818.56,74433.6099,疯狂打折,0
422,女,32,杭州,3,1,0,700,18305.99,0,疯狂打折,0
423,女,72,苏州,5,2,1,655,19105.24,169850.6631,买一送一,0
424,男,54,杭州,5,2,1,692,16964.02,0,买一送一,0
425,女,60,杭州,0,1,0,597,2046.56,162087.0384,疯狂打折,1
426,女,73,杭州,6,2,1,743,20624.73,0,疯狂打折,0
427,男,62,扬州,7,1,1,550,12330.91,99540.8988,疯狂打折,0
428,女,39,杭州,1,1,0,840,16154.42,116811.8331,买一送一,0
429,女,57,扬州,3,2,0,670,18941.06,215958.4185,买一送一,1
430,男,32,扬州,2,1,1,690,29029.18,93588.2154,疯狂打折,0
431,女,54,扬州,1,2,0,785,8625.98,0,买一送一,1
432,女,30,扬州,3,1,0,680,30617.89,0,买一送一,0
433,男,42,扬州,9,1,0,749,19332.47,273389.1849,疯狂打折,1
434,男,43,杭州,8,2,1,590,27462.39,0,买一送一,0
435,男,64,杭州,2,1,1,773,35597.1,179061.2844,疯狂打折,0
436,男,30,杭州,2,1,0,521,12294.42,131998.7907,买一送一,0
437,男,34,苏州,8,2,0,578,12749.66,181409.2929,买一送一,0
438,女,50,扬州,7,1,0,650,8035.97,159491.3571,疯狂打折,0
439,男,31,杭州,2,2,1,683,14785.23,0,疯狂打折,0
440,女,31,苏州,3,1,1,520,35099.88,133964.4291,买一送一,1
441,男,36,杭州,8,1,1,713,27393.04,164683.9005,买一送一,0
442,男,31,扬州,6,2,1,767,37412.61,0,买一送一,0
443,女,33,杭州,2,1,0,479,9708.37,256043.6019,疯狂打折,1
444,女,40,扬州,1,1,0,667,3664.03,180197.5461,买一送一,0
445,男,29,苏州,8,2,1,814,37720.1,119416.272,买一送一,0
446,男,51,扬州,3,2,1,534,3987.82,0,疯狂打折,0
447,女,32,杭州,6,1,0,476,21440.31,137602.4739,疯狂打折,0
448,男,36,杭州,1,2,0,631,25457.23,0,疯狂打折,0
449,女,50,扬州,5,2,1,646,27190.91,175452.9072,买一送一,1
450,男,28,杭州,10,1,1,682,15845.62,246891.7008,疯狂打折,1
451,男,35,杭州,1,1,0,508,11352.73,106878.7344,疯狂打折,0
452,男,34,杭州,7,2,1,604,35961.48,0,买一送一,0
453,女,52,杭州,4,1,0,641,17392.83,0,买一送一,1
454,男,43,杭州,2,1,0,572,5057.47,172731.3354,买一送一,1
455,男,51,杭州,3,2,1,614,1061.63,0,买一送一,0
456,男,23,苏州,4,2,0,650,13203.71,115510.899,买一送一,0
457,女,42,扬州,3,2,1,671,24560.1,0,买一送一,0
458,男,40,扬州,5,2,0,677,17007.18,0,买一送一,0
459,女,33,苏州,10,2,0,791,10328.85,160182.5433,疯狂打折,1
460,男,51,杭州,4,1,1,614,8943.64,50043.6816,买一送一,0
461,女,35,苏州,8,2,1,460,36202.6,126373.7793,买一送一,0
462,女,38,扬州,7,2,1,745,37137.82,0,买一送一,0
463,男,35,扬州,4,2,1,754,1846.73,0,买一送一,0
464,男,38,苏州,2,2,1,489,15805.49,155526.2184,买一送一,0
465,女,68,苏州,9,2,1,834,17803.47,160108.2021,疯狂打折,0
466,男,34,杭州,6,1,1,638,18691.26,140888.2221,买一送一,0
467,男,31,苏州,4,1,1,850,17184.47,180302.379,买一送一,0
468,女,45,杭州,6,2,1,551,9778.85,0,买一送一,0
469,女,30,杭州,5,2,0,731,36238.76,0,买一送一,0
470,男,37,苏州,6,1,1,585,19102.73,187571.0886,买一送一,0
471,男,46,苏州,5,2,0,595,9258.39,175103.5626,买一送一,1
472,女,39,苏州,1,1,1,523,22698.23,177000.8253,买一送一,1
473,女,30,扬州,5,2,1,690,15047.8,0,疯狂打折,0
474,男,34,杭州,5,1,1,714,18909.38,173642.8269,疯狂打折,0
475,女,29,杭州,3,1,1,718,25709.8,0,疯狂打折,0
476,女,34,杭州,8,2,0,767,18120.03,0,买一送一,0
477,男,28,扬州,6,2,0,718,28083.33,0,买一送一,0
478,女,37,苏州,3,2,0,653,25740.93,154653.066,买一送一,1
479,男,39,扬州,6,1,0,661,7421.16,163133.6454,疯狂打折,0
480,男,25,杭州,3,1,1,705,37641.41,139895.6121,疯狂打折,0
481,男,29,杭州,9,2,0,781,32905.81,0,疯狂打折,0
482,男,41,杭州,7,1,1,645,5481.36,0,疯狂打折,0
483,男,43,苏州,2,2,1,711,33541.81,48023.2467,买一送一,0
484,男,29,杭州,9,1,1,601,15371.56,0,买一送一,0
485,女,34,杭州,4,1,1,746,12460.15,0,疯狂打折,0
486,女,39,扬州,0,2,0,532,18160.09,0,买一送一,0
487,男,58,苏州,2,1,1,558,16977.4,175320.7314,买一送一,0
488,女,45,苏州,5,1,1,850,36853.58,156528.3117,买一送一,1
489,男,39,扬州,1,1,0,735,7690.96,74261.2254,买一送一,0
490,男,37,杭州,7,2,1,581,14210.46,0,买一送一,0
491,女,55,扬州,7,3,0,628,16422.7,0,买一送一,1
492,女,27,杭州,7,2,1,528,26669.5,216759.2961,疯狂打折,0
493,女,42,杭州,3,2,0,646,12834.5,215446.677,疯狂打折,1
494,男,33,杭州,8,1,0,845,28807.83,202194.2019,买一送一,0
495,女,37,扬州,0,2,0,673,15745.9,0,疯狂打折,0
496,女,46,扬州,3,1,1,823,5424.65,100339.4025,买一送一,1
497,女,45,杭州,2,2,0,579,2201.6,0,疯狂打折,0
498,女,59,苏州,8,2,0,517,19357.56,189556.5177,买一送一,1
499,女,38,杭州,8,1,0,549,30103.77,131958.582,疯狂打折,0
500,女,53,扬州,6,1,1,648,23239.44,136777.7343,买一送一,0
501,女,56,苏州,2,1,0,705,16907.91,176197.0941,买一送一,1
502,女,49,杭州,7,1,0,748,31271.62,36410.5584,疯狂打折,1
503,男,35,杭州,10,2,1,556,36854.91,0,买一送一,0
504,女,42,扬州,1,1,1,569,15990.36,0,买一送一,1
505,女,36,苏州,10,1,0,616,26182.58,96246.9219,买一送一,0
506,女,57,杭州,7,4,1,610,21649.86,88674.3285,疯狂打折,1
507,女,26,扬州,9,2,1,555,30385.85,0,疯狂打折,0
508,男,39,杭州,6,1,0,760,12835.81,219660.1158,买一送一,1
509,女,30,杭州,6,2,1,585,26339.9,0,买一送一,0
510,男,47,苏州,4,1,0,572,37581.23,122204.7066,买一送一,1
511,男,23,杭州,1,2,0,669,12636.48,0,疯狂打折,0
512,女,33,扬州,5,2,0,731,31548.88,168987.2523,买一送一,0
513,男,27,扬州,5,2,0,555,18431.83,0,疯狂打折,0
514,女,26,杭州,3,2,0,738,12903.28,0,买一送一,0
515,男,30,杭州,3,1,0,751,25778.59,203266.356,疯狂打折,0
516,男,26,苏州,4,1,1,660,31059.85,141476.7648,疯狂打折,0
517,女,31,扬州,3,1,1,745,26854.97,152924.4732,买一送一,0
518,男,42,杭州,4,1,0,632,19311.37,155122.188,买一送一,0
519,男,36,杭州,4,1,0,507,26794.34,102758.3451,疯狂打折,0
520,女,42,杭州,5,2,1,690,23042.46,0,疯狂打折,0
521,女,36,扬州,3,2,0,478,8587.51,113606.859,买一送一,0
522,女,40,扬州,1,1,1,511,35204.34,0,买一送一,0
523,女,29,苏州,10,2,0,835,20320.56,160416.846,疯狂打折,0
524,男,58,苏州,9,2,1,526,36570.5,234067.6347,买一送一,0
525,男,41,杭州,8,3,0,679,33030.47,181704.1854,买一送一,1
526,男,28,杭州,7,2,1,757,25095.49,148721.4525,买一送一,0
527,男,43,苏州,8,2,0,674,1674.45,105728.1924,买一送一,0
528,女,66,扬州,3,1,1,597,13486.14,0,买一送一,0
529,男,37,苏州,2,2,0,654,35621.52,179100.3861,疯狂打折,0
530,女,31,杭州,1,2,0,710,3839.63,0,买一送一,0
531,男,45,杭州,7,1,1,669,33165.21,183718.4334,疯狂打折,0
532,男,34,杭州,8,2,1,722,25515.77,0,买一送一,0
533,男,49,杭州,3,2,0,591,9583.83,0,买一送一,0
534,男,35,杭州,6,1,1,684,16676.75,167121.945,买一送一,0
535,男,28,扬州,7,1,0,632,352.43,191289.0957,买一送一,0
536,男,41,苏州,2,2,1,588,1345.11,161549.9958,疯狂打折,0
537,女,77,苏州,10,2,1,673,11394.96,94107.9396,疯狂打折,0
538,女,57,苏州,4,1,1,491,7883.31,137815.0056,买一送一,1
539,女,21,杭州,3,1,1,499,29430.25,217108.6284,买一送一,0
540,女,43,扬州,4,2,0,623,29619.21,151949.9196,疯狂打折,0
541,女,29,杭州,8,2,0,501,21541.91,0,买一送一,0
542,女,37,杭州,6,2,0,513,21059.72,0,买一送一,0
543,女,39,杭州,3,1,0,686,26126.92,137385.6126,疯狂打折,0
544,男,22,杭州,5,1,0,529,28904.36,0,买一送一,0
545,女,29,杭州,6,2,1,613,14769.06,228422.4144,买一送一,0
546,女,39,杭州,0,1,0,437,4243.17,126347.4327,疯狂打折,0
547,女,42,苏州,5,3,1,670,19182.41,60895.8117,买一送一,0
548,男,39,杭州,4,2,0,725,11021.71,197602.5135,买一送一,0
549,女,58,苏州,3,4,0,546,24642.8,130943.7213,买一送一,1
550,男,42,扬州,7,1,1,546,16624.28,171056.7273,买一送一,0
551,女,24,杭州,4,1,1,746,17993.3,0,疯狂打折,0
552,男,46,扬州,1,1,1,827,2573.66,225429.8736,买一送一,0
553,男,45,扬州,5,1,0,698,27145.31,202274.6562,买一送一,1
554,男,29,扬州,10,2,1,735,18169.26,0,买一送一,0
555,女,41,扬州,9,2,1,513,30697.24,131776.0992,买一送一,0
556,女,41,苏州,5,2,0,508,35903.72,101058.891,买一送一,0
557,男,50,苏州,7,1,1,633,37464.08,108612.2595,买一送一,0
558,男,41,苏州,2,1,1,563,3711.81,123640.7316,买一送一,1
559,男,28,杭州,3,1,1,581,5724.23,128372.025,买一送一,0
560,男,34,苏州,2,2,1,595,29887.09,108199.9266,疯狂打折,0
561,女,51,苏州,4,1,0,644,13886.96,117538.8492,疯狂打折,1
562,男,32,扬州,3,1,1,644,2712.76,168091.4802,买一送一,0
563,男,24,扬州,7,2,0,563,3120.37,0,疯狂打折,0
564,男,31,杭州,1,1,0,698,25772.6,192016.8252,疯狂打折,0
565,男,32,杭州,4,2,1,503,29261.37,0,买一送一,0
566,男,42,苏州,3,2,1,821,12354.45,108002.9667,买一送一,0
567,男,32,杭州,4,1,0,788,17087.68,137857.8834,疯狂打折,0
568,男,37,苏州,5,1,0,654,14517.65,137939.7276,买一送一,0
569,男,33,扬州,6,1,0,579,18163.1,0,买一送一,1
570,男,49,苏州,8,1,0,850,22786.78,121338.9465,买一送一,1
571,女,47,杭州,9,1,0,850,8480.26,168881.3001,买一送一,0
572,男,18,苏州,1,1,0,594,32063.01,163214.5179,买一送一,0
573,男,40,杭州,6,1,0,654,35157.33,0,疯狂打折,1
574,男,42,杭州,4,1,0,696,24159.29,0,疯狂打折,1
575,男,31,扬州,1,1,1,660,26344.98,104008.8492,买一送一,0
576,男,32,杭州,7,1,1,615,526.86,113405.8032,买一送一,0
577,女,28,扬州,2,2,1,586,17603.69,0,买一送一,0
578,男,37,杭州,2,2,1,656,12971.47,0,疯狂打折,0
579,男,47,扬州,10,1,1,647,17036.91,122797.2591,疯狂打折,0
580,女,39,杭州,1,2,0,582,36760.06,162455.3004,买一送一,0
581,女,48,杭州,7,2,0,682,12441.49,0,买一送一,0
582,男,31,苏州,4,2,1,562,27402.94,156501.8175,疯狂打折,0
583,男,49,苏州,9,1,0,548,24287.35,133378.6047,疯狂打折,1
584,男,46,苏州,2,1,0,399,26767.62,157015.9206,买一送一,1
585,女,28,杭州,4,2,0,728,6323.99,174959.5542,买一送一,0
586,女,64,苏州,1,1,0,698,16206.56,208315.7889,买一送一,1
587,女,33,苏州,4,1,0,631,21546.38,151593.441,疯狂打折,0
588,男,21,杭州,1,2,1,693,668.07,0,买一送一,0
589,男,65,苏州,10,3,0,606,1503.18,155357.1672,疯狂打折,1
590,男,27,苏州,4,2,1,626,5144.82,141553.9719,疯狂打折,0
591,女,27,扬州,5,1,1,591,31071.09,132609.5841,疯狂打折,1
592,男,34,杭州,4,1,1,651,23700.6,112622.4777,买一送一,0
593,女,31,苏州,7,1,0,531,22659.29,143974.9686,买一送一,1
594,女,47,扬州,5,1,0,666,31864.41,0,疯狂打折,1
595,女,46,扬州,7,3,1,554,18533.31,107752.1205,疯狂打折,1
596,女,32,杭州,7,1,1,674,18256.4,105482.2539,买一送一,0
597,女,31,扬州,1,1,1,559,27411.19,171195.1638,疯狂打折,0
598,女,22,杭州,3,2,0,631,5885.61,0,疯狂打折,0
599,女,35,杭州,3,2,1,670,33389.49,127261.9746,买一送一,0
600,男,28,扬州,5,2,0,539,9250.93,0,买一送一,0
601,男,69,杭州,5,2,1,628,34792.46,0,买一送一,0
602,男,33,杭州,5,2,1,465,15047.43,0,疯狂打折,0
603,女,38,苏州,1,1,0,753,23331.03,144297.3516,买一送一,1
604,男,51,苏州,8,3,1,572,36905.21,120232.5861,买一送一,1
605,女,36,杭州,5,1,0,551,35082.04,0,买一送一,0
606,女,21,杭州,8,2,1,588,21054.33,0,买一送一,0
607,女,37,扬州,0,1,1,734,9367.2,187895.0952,买一送一,0
608,男,45,杭州,8,1,1,773,21787.86,119158.9683,买一送一,0
609,女,33,杭州,6,2,1,544,23730.98,0,买一送一,0
610,女,58,苏州,3,1,1,783,18468.52,156873.339,买一送一,1
611,男,45,苏州,7,2,1,498,31738.13,134316.9102,疯狂打折,0
612,女,41,杭州,9,2,0,637,27815.93,0,买一送一,0
613,女,30,扬州,6,1,0,650,13001.36,0,疯狂打折,1
614,男,31,扬州,5,1,0,694,6805.57,0,买一送一,0
615,男,40,苏州,6,1,0,721,26494.16,123339.3324,买一送一,1
616,男,37,扬州,5,2,0,805,4192.88,0,买一送一,0
617,女,59,杭州,2,1,0,551,30494.02,205370.9844,买一送一,1
618,女,31,扬州,2,1,0,820,19803.21,115893.7119,买一送一,0
619,女,40,扬州,7,1,1,559,3617.19,177699.0471,买一送一,0
620,女,43,苏州,3,1,0,577,23927.47,157366.7781,疯狂打折,1
621,男,22,扬州,3,1,1,544,21093.19,81774.4836,疯狂打折,0
622,男,33,苏州,3,2,0,556,11974.67,152782.4328,买一送一,0
623,女,39,扬州,7,1,1,787,19271.77,211125.5148,疯狂打折,0
624,女,39,杭州,1,2,1,738,36220.04,116155.6035,疯狂打折,0
625,男,22,扬州,7,1,1,848,35470.42,148598.6247,买一送一,0
626,女,34,杭州,6,2,1,728,2217.53,111222.9345,买一送一,0
627,男,38,扬州,1,1,0,632,17747,148337.0283,买一送一,0
628,女,22,杭州,4,2,1,694,2203.77,0,买一送一,0
629,男,61,扬州,1,1,1,650,15864.37,188151.5379,疯狂打折,0
630,女,24,杭州,0,2,0,764,16964.52,0,买一送一,0
631,男,22,杭州,4,3,1,540,35608.65,0,买一送一,1
632,男,29,扬州,4,2,0,795,29772.78,0,疯狂打折,0
633,女,34,苏州,6,2,1,631,24521.42,154030.2186,疯狂打折,0
634,女,47,杭州,3,2,0,811,32886.29,151739.3682,疯狂打折,0
635,男,41,杭州,7,2,1,617,2771.82,0,疯狂打折,0
636,女,33,杭州,4,2,0,735,28580.24,0,买一送一,0
637,女,38,杭州,2,2,0,754,673.93,0,疯狂打折,0
638,女,56,苏州,3,1,1,634,8112.78,142989.0252,疯狂打折,1
639,男,30,扬州,8,1,0,526,6931.35,0,买一送一,0
640,男,41,苏州,8,1,0,850,6085.24,74883.2364,买一送一,0
641,男,32,扬州,8,2,1,718,7915.74,0,买一送一,0
642,女,34,苏州,9,1,1,495,22192.97,144107.1936,买一送一,1
643,男,36,苏州,2,1,0,671,36941.08,143535.1821,疯狂打折,0
644,女,33,杭州,9,1,1,620,36848.48,156995.1705,买一送一,0
645,女,30,扬州,5,1,1,595,34103.44,123840.7542,买一送一,0
646,女,26,扬州,8,1,1,647,26117.06,135248.5245,买一送一,1
647,女,33,杭州,1,1,1,691,21717.16,157817.4009,买一送一,0
648,男,41,苏州,4,2,1,705,27249.45,88870.7472,买一送一,0
649,女,40,杭州,7,1,1,731,29837.21,146359.9017,买一送一,0
650,男,39,扬州,2,1,0,776,15201.34,128349.8235,疯狂打折,0
651,男,25,苏州,9,2,1,569,8485.86,213355.1235,买一送一,0
652,女,40,苏州,9,1,1,816,15216.16,134074.0098,买一送一,0
653,男,41,杭州,4,1,1,597,17608.09,188433.8229,买一送一,0
654,女,39,杭州,6,2,1,648,29436.97,160754.7147,买一送一,1
655,男,67,苏州,6,1,1,655,35754.33,182486.9574,买一送一,0
656,女,36,苏州,10,1,0,611,30697.53,127052.3088,买一送一,0
657,男,39,杭州,5,2,0,771,18407.38,0,买一送一,0
658,男,25,苏州,7,1,1,604,6745.64,203458.5189,买一送一,0
659,男,46,杭州,8,3,0,753,17351.42,0,买一送一,1
660,女,40,苏州,1,2,1,618,10419.85,163891.9896,买一送一,0
661,男,43,杭州,10,1,1,488,5417.2,138683.8899,买一送一,0
662,女,39,杭州,6,2,1,759,26863.79,0,买一送一,0
663,女,35,杭州,2,1,1,742,24282.51,97325.1891,买一送一,0
664,男,30,杭州,8,2,0,642,33410.74,99586.4211,买一送一,0
665,女,33,杭州,4,1,0,770,4986.71,0,买一送一,1
666,男,24,杭州,7,1,0,590,11239.21,155510.7942,买一送一,0
667,男,26,杭州,0,2,1,662,13944.54,0,疯狂打折,0
668,女,35,苏州,2,2,0,591,10911,110939.0382,买一送一,0
669,男,35,杭州,7,1,0,621,27.4,107771.7267,买一送一,0
670,男,38,扬州,5,1,1,689,1654.28,92342.4222,买一送一,1
671,男,35,扬州,8,1,0,738,3074.87,156567.4503,买一送一,0
672,女,54,苏州,4,1,1,618,25539.82,145692.5283,买一送一,1
673,女,36,扬州,0,1,0,793,28488.23,0,疯狂打折,0
674,女,32,扬州,7,1,0,649,5506.17,0,买一送一,0
675,女,43,苏州,3,1,1,574,19156.29,173859.7989,买一送一,0
676,男,36,苏州,8,2,1,747,34549.44,126202.059,买一送一,0
677,男,34,杭州,2,2,1,662,4110.37,0,疯狂打折,0
678,男,49,杭州,5,1,0,735,28452.07,150027.1344,买一送一,0
679,男,32,扬州,6,1,1,833,8474.8,0,买一送一,1
680,女,39,杭州,8,1,0,743,18023.6,0,买一送一,0
681,女,43,苏州,2,2,0,692,31476.37,84887.8227,疯狂打折,0
682,女,45,杭州,3,1,1,625,35272.3,0,买一送一,1
683,男,56,扬州,5,1,1,697,9604.26,136286.4969,买一送一,1
684,男,68,苏州,0,2,1,672,35360.75,155055.6573,买一送一,0
685,女,37,杭州,7,1,0,668,17619.43,158234.1741,买一送一,0
686,男,50,苏州,8,1,1,790,33742.21,149369.4534,买一送一,1
687,女,28,扬州,3,2,1,689,36797.13,0,买一送一,0
688,女,36,扬州,7,2,0,683,20035.67,0,买一送一,0
689,女,28,扬州,5,2,1,471,4274.75,0,买一送一,0
690,男,43,苏州,5,2,0,504,34690.42,165730.4337,买一送一,0
691,男,57,扬州,1,1,1,721,37464.81,0,买一送一,0
692,男,35,苏州,5,2,0,703,32086.09,173050.0284,买一送一,0
693,女,38,杭州,10,2,0,731,32761.12,152165.4279,买一送一,1
694,男,51,扬州,3,1,0,669,16300.33,109257.8619,疯狂打折,1
695,男,62,扬州,7,1,0,697,24701.37,0,买一送一,1
696,女,38,苏州,6,2,0,632,18755.43,106480.8048,买一送一,0
697,女,34,苏州,2,1,0,790,38130.09,201734.1204,买一送一,0
698,女,30,杭州,2,3,0,622,27216.54,195059.3286,买一送一,1
699,男,42,扬州,6,2,1,586,23596.6,0,买一送一,0
700,男,34,苏州,10,1,0,773,7040.78,156185.0925,疯狂打折,0
701,女,42,杭州,9,2,0,674,820.78,0,买一送一,0
702,男,40,扬州,3,1,1,696,26453.47,188976.1053,买一送一,0
703,男,46,扬州,7,1,1,708,7591.61,84623.6556,买一送一,0
704,男,34,杭州,3,2,1,520,20019.87,0,买一送一,0
705,男,50,扬州,4,1,0,518,20480.35,0,疯狂打折,1
706,男,40,杭州,8,1,0,743,18140.85,83831.3757,买一送一,0
707,男,36,苏州,1,1,0,757,12340.27,80380.1433,疯狂打折,0
708,男,29,苏州,7,1,1,576,33198.81,160607.5698,疯狂打折,0
709,男,36,杭州,2,1,1,674,5252.14,190066.611,疯狂打折,0
710,女,44,杭州,1,1,1,716,29083.83,0,买一送一,0
711,男,41,扬州,7,1,1,664,31534.24,151817.2887,买一送一,0
712,女,27,苏州,8,2,1,850,21186.57,137560.4694,买一送一,0
713,女,29,苏州,10,2,1,618,6219.24,123387.573,买一送一,0
714,男,36,苏州,8,2,1,806,20404.26,206619.2991,买一送一,0
715,男,45,苏州,2,1,0,748,14121.21,147417.9723,疯狂打折,1
716,女,26,苏州,8,1,1,595,28908.63,145813.6956,买一送一,0
717,女,35,杭州,3,1,1,715,29065.46,0,买一送一,0
718,女,19,扬州,6,2,0,762,10611.88,0,买一送一,0
719,女,40,扬州,7,2,1,679,31311.14,0,买一送一,0
720,男,29,杭州,8,2,1,842,23601.73,0,买一送一,0
721,男,29,杭州,4,1,1,555,9073.6,158355.1692,买一送一,0
722,男,61,苏州,1,1,1,599,17282.9,153427.6908,疯狂打折,1
723,男,28,苏州,4,1,0,850,11607.78,182005.7937,买一送一,1
724,女,42,扬州,8,1,0,603,27662.58,112681.6776,疯狂打折,1
725,男,34,苏州,2,2,0,651,37016.81,111136.7976,疯狂打折,0
726,男,43,杭州,1,2,1,623,27988.39,0,买一送一,0
727,女,22,扬州,3,1,1,571,10196.69,132984.033,疯狂打折,0
728,女,35,杭州,8,1,1,711,12907.84,0,买一送一,0
729,女,28,杭州,2,1,0,742,20737.66,235993.3473,买一送一,1
730,女,38,杭州,4,1,1,622,21120.07,121328.1102,买一送一,0
731,女,35,苏州,1,3,1,651,5656.49,201351.9594,买一送一,1
732,男,36,杭州,2,2,1,439,23701.11,203609.6244,买一送一,0
733,男,30,扬州,3,1,0,670,603.24,164138.9982,疯狂打折,0
734,女,43,杭州,7,2,1,569,14857.2,0,买一送一,0
735,女,36,苏州,7,1,1,698,2559.82,149154.2526,买一送一,0
736,男,32,杭州,10,2,1,602,22189.85,0,买一送一,0
737,女,24,苏州,9,2,1,462,12317.59,85953.7407,疯狂打折,0
