用户码,性别,玫瑰套餐,紫罗兰套餐,郁金香套餐,百合套餐,康乃馨套餐,胡姬花套餐,生日套餐,情人节套餐,会员卡类型,入会月数,会费支付方式,平均月消费,总消费,已停付会费
303,女,是,否,是,是,是,是,是,是,年卡,54,微信自动扣款,115.6,6431.05,否
304,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,48,手工转账,20.05,1036,否
305,女,是,否,是,否,是,否,否,是,月卡,48,微信自动扣款,45.3,2145,是
306,男,否,否,否,是,否,否,是,是,月卡,24,微信自动扣款,99.65,2404.85,否
307,男,否,否,否,是,否,是,否,否,双年卡,33,微信自动扣款,80.6,2651.1,否
308,女,是,是,否,否,否,否,否,否,月卡,3,就餐时付费,69.55,200.2,否
309,男,是,否,是,是,否,是,是,是,双年卡,66,就餐时付费,85.25,5538.35,否
310,女,否,否,否,否,是,是,否,否,双年卡,13,手工转账,35.4,450.4,否
311,男,是,是,是,是,是,否,是,是,双年卡,63,花呗付款,83.5,5435,否
312,女,是,是,否,是,是,是,否,否,月卡,23,就餐时付费,83.8,1900.25,是
313,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,3,花呗付款,20.75,67.1,否
314,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,52,花呗付款,25.6,1334.5,否
315,男,否,否,否,否,否,否,否,是,月卡,10,微信自动扣款,56.75,503.25,否
316,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,72,微信自动扣款,20.1,1460.85,否
317,男,否,否,否,否,是,是,是,是,月卡,29,花呗付款,98.8,2807.1,否
318,男,是,否,否,否,是,否,是,是,年卡,41,就餐时付费,73,3001.2,是
319,女,是,否,是,否,是,否,是,是,年卡,62,就餐时付费,104.85,6312.9,否
320,男,否,否,否,是,否,否,否,否,月卡,43,就餐时付费,77.85,3365.85,是
321,女,否,是,否,是,是,是,是,是,双年卡,26,就餐时付费,105.45,2715.3,否
322,女,是,否,否,否,是,否,是,是,月卡,19,就餐时付费,96.8,1743.05,否
323,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,72,花呗付款,24.25,1784.5,否
324,女,否,否,否,否,是,否,是,是,年卡,45,微信自动扣款,102.15,4735.35,否
325,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,41,微信自动扣款,25.25,996.45,否
326,男,否,否,否,否,否,否,是,是,年卡,32,微信自动扣款,64.85,2010.95,否
327,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,65,花呗付款,24.75,1715.1,否
328,男,是,否,是,是,否,否,是,否,月卡,55,就餐时付费,96.75,5238.9,是
329,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,11,手工转账,19.65,225.75,否
330,女,否,否,否,否,是,是,是,是,双年卡,49,微信自动扣款,74.45,3721.9,否
331,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,25,手工转账,19.15,477.6,否
332,男,是,否,是,否,是,是,是,否,月卡,61,微信自动扣款,99.4,5943.65,否
333,女,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,69.5,69.5,是
334,女,否,是,否,否,否,是,否,否,年卡,23,就餐时付费,49.45,1119.35,否
335,男,否,否,否,否,否,否,否,否,月卡,21,就餐时付费,73.7,1558.7,否
336,女,否,否,否,否,否,否,否,是,月卡,1,就餐时付费,79.7,79.7,是
337,男,是,否,否,否,是,否,否,否,月卡,5,微信自动扣款,79.9,343.95,是
338,男,是,否,是,否,否,是,是,是,年卡,24,微信自动扣款,74.4,1712.9,否
339,女,否,否,否,否,是,否,否,是,月卡,27,花呗付款,88.3,2467.75,是
340,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,70,微信自动扣款,19.8,1397.65,否
341,女,否,否,否,否,是,否,否,否,月卡,5,花呗付款,75.55,349.65,是
342,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,46,手工转账,20.2,917.45,否
343,女,是,是,否,否,否,否,否,否,月卡,2,就餐时付费,71.65,135.75,否
344,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,57,微信自动扣款,20.1,1087.7,否
345,女,否,否,否,否,否,否,否,否,月卡,1,手工转账,71.1,71.1,是
346,女,是,否,否,否,是,否,是,是,年卡,60,花呗付款,100.5,6029,否
347,男,是,是,是,否,是,是,否,否,双年卡,37,花呗付款,62.8,2278.75,否
348,男,否,是,否,否,否,否,否,否,月卡,1,手工转账,70.45,70.45,是
349,女,否,否,是,是,是,否,否,否,年卡,62,就餐时付费,92.05,5755.8,否
350,女,否,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,18,微信自动扣款,20.15,390.85,是
351,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,24,手工转账,20.3,459.95,否
352,女,否,否,是,否,否,是,否,否,月卡,5,就餐时付费,54.2,308.25,是
353,男,是,是,否,是,是,否,是,是,年卡,28,微信自动扣款,100.35,2799,否
354,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,20,手工转账,20.35,442.6,否
355,女,否,否,否,否,否,否,否,否,月卡,1,手工转账,70.75,70.75,是
356,男,否,否,否,是,是,否,是,是,年卡,35,微信自动扣款,102.35,3626.1,是
357,女,否,否,否,是,是,是,是,否,月卡,52,就餐时付费,50.5,2566.3,否
358,女,是,否,否,否,否,否,否,是,月卡,30,就餐时付费,85,2624.25,是
359,男,是,否,是,是,是,否,否,否,双年卡,72,微信自动扣款,42.1,2962,否
360,男,否,否,否,否,否,否,否,否,月卡,15,就餐时付费,75.65,1146.65,是
361,男,否,是,是,是,是,是,是,是,双年卡,70,就餐时付费,114.6,7882.5,否
362,男,是,否,否,否,否,否,否,否,月卡,55,就餐时付费,74,4052.4,否
363,男,否,是,是,是,否,是,否,否,双年卡,66,微信自动扣款,65.7,4378.9,否
364,女,是,否,否,是,是,否,否,否,月卡,55,就餐时付费,85.45,4874.7,是
365,男,是,否,否,是,是,否,是,否,年卡,57,花呗付款,71.1,4140.1,否
366,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,28,手工转账,20.5,563.05,否
367,女,是,否,是,是,是,否,是,是,双年卡,72,就餐时付费,109.55,8165.1,否
368,男,是,否,是,是,否,否,是,是,双年卡,54,微信自动扣款,74.55,4191.45,否
369,男,是,是,是,否,否,否,否,否,月卡,24,就餐时付费,79.85,1857.75,否
370,女,是,否,是,否,否,否,否,是,月卡,2,手工转账,62.15,113.1,否
371,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,12,花呗付款,21.05,235.8,否
372,男,否,否,否,是,否,否,否,否,年卡,51,微信自动扣款,79.6,3974.7,否
373,男,否,否,否,是,否,是,是,是,月卡,13,手工转账,73.35,931.55,否
374,男,否,否,否,是,是,是,是,否,双年卡,58,微信自动扣款,70.1,4048.95,否
375,女,是,是,否,否,是,是,否,否,年卡,18,花呗付款,54.4,957.1,否
376,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,29,手工转账,19.55,521.8,否
377,女,否,否,是,是,是,是,否,否,双年卡,70,微信自动扣款,44.6,3058.15,否
378,女,是,是,是,是,否,是,是,否,双年卡,72,手工转账,74.55,5430.65,否
379,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,71,花呗付款,23.9,1626.4,否
380,女,是,是,否,否,是,是,否,是,月卡,20,微信自动扣款,95.5,1916.2,否
381,男,否,否,否,否,否,否,是,是,月卡,9,就餐时付费,95.5,829.1,是
382,男,否,否,是,是,是,是,否,是,年卡,69,花呗付款,78.6,5356.45,是
383,男,否,否,是,是,是,是,是,否,年卡,63,花呗付款,104.5,6590.8,否
384,女,否,否,是,是,是,否,否,否,月卡,7,就餐时付费,61.4,438.9,否
385,女,是,是,是,否,是,否,否,是,双年卡,69,花呗付款,43.95,2960.1,否
386,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,5,微信自动扣款,25.9,135,是
387,女,否,否,否,是,是,否,否,否,月卡,9,就餐时付费,80.55,653.9,否
388,女,是,是,是,否,是,是,否,是,双年卡,46,手工转账,99.65,4630.2,否
389,男,是,否,否,是,是,否,是,是,年卡,60,就餐时付费,97.95,5867,否
390,男,是,否,否,是,是,否,否,是,月卡,27,就餐时付费,95.55,2510.2,是
391,女,是,否,是,是,是,否,否,否,月卡,16,就餐时付费,90.7,1374.9,否
392,女,是,是,否,是,否,否,否,是,月卡,22,就餐时付费,83.3,1845.9,是
393,女,是,是,是,是,是,否,否,是,年卡,41,微信自动扣款,101.6,3930.55,否
394,女,否,否,否,否,是,否,是,否,月卡,24,花呗付款,88.95,2072.75,否
395,女,否,否,否,是,否,否,否,否,月卡,4,就餐时付费,72.75,317.75,否
396,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,38,手工转账,20.3,743.05,否
397,女,否,否,是,是,是,是,是,否,月卡,25,微信自动扣款,78.35,1837.9,否
398,男,是,否,否,是,是,否,否,否,月卡,40,就餐时付费,80,3168.75,否
399,女,否,否,是,否,否,否,否,否,月卡,8,就餐时付费,49.85,365.55,是
400,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,13,手工转账,19.85,252,否
401,男,是,是,是,是,是,否,否,否,月卡,64,就餐时付费,91.8,5960.5,否
402,女,是,是,否,是,是,否,是,是,月卡,62,就餐时付费,100.15,6283.3,是
403,女,是,否,否,否,否,否,否,否,月卡,20,微信自动扣款,69.8,1540.35,否
404,男,是,否,否,否,否,否,是,是,月卡,14,就餐时付费,46.35,667.7,是
405,女,否,否,否,是,是,是,是,否,双年卡,57,手工转账,69.75,3894.4,否
406,男,否,是,是,否,否,否,是,是,月卡,12,手工转账,69.85,837.5,否
407,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,59,手工转账,25.45,1534.05,否
408,女,是,是,否,是,否,是,是,是,双年卡,59,花呗付款,75.95,4542.35,否
409,男,是,是,否,是,是,否,是,是,年卡,45,花呗付款,78.75,3600.65,否
410,男,否,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,53,微信自动扣款,19.75,1052.35,是
411,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,50,就餐时付费,19.8,1013.2,否
412,男,是,否,否,否,否,否,是,是,月卡,20,手工转账,89,1820.45,是
413,女,否,否,否,否,否,否,否,否,月卡,1,就餐时付费,25.25,25.25,是
414,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,70,手工转账,19.2,1401.4,否
415,男,是,否,否,否,否,否,否,否,月卡,1,就餐时付费,25.05,25.05,是
416,男,否,是,否,否,否,否,否,否,月卡,49,花呗付款,75.2,3678.3,是
417,女,是,否,是,否,是,是,否,是,双年卡,64,就餐时付费,47.85,3147.5,是
418,男,否,是,是,否,否,否,否,否,月卡,28,微信自动扣款,74.9,2068.55,是
419,男,是,否,是,否,是,是,是,是,双年卡,72,花呗付款,111.9,8071.05,否
420,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,月卡,4,手工转账,18.85,84.2,否
421,女,否,否,否,否,否,否,是,否,月卡,13,手工转账,81.9,1028.9,否
422,女,否,否,否,否,否,是,否,否,双年卡,10,手工转账,29.6,299.05,否
423,女,是,否,否,是,否,否,否,否,月卡,63,微信自动扣款,81.55,5029.05,否
424,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,53,手工转账,18.7,1005.7,否
425,男,否,否,否,否,否,否,否,否,月卡,10,就餐时付费,45.55,402.6,是
426,男,是,否,否 ,否 ,否 ,否 ,否 ,否 ,年卡,56,花呗付款,19.95,1126.75,否
427,女,否,否,是,否,否,否,是,否,月卡,21,就餐时付费,41.9,840.1,是
428,女,否,否,是,否,否,否,否,否,月卡,1,微信自动扣款,48.45,48.45,否
429,男,否,否,是,否,否,是,否,是,年卡,65,就餐时付费,93.55,6069.25,否
430,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,29,手工转账,20.2,558.8,否
431,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,72,花呗付款,24.15,1776.45,否
432,男,是,是,是,否,是,是,是,否,年卡,22,微信自动扣款,67.5,1544.05,是
433,女,否,否,是,否,否,否,是,否,月卡,23,微信自动扣款,90.05,2169.8,是
434,男,是,否,否,是,否,是,是,否,年卡,40,花呗付款,70.75,2921.75,否
435,女,否,否,否,是,是,否,否,是,月卡,16,花呗付款,95.6,1555.65,是
436,男,否,否,否,否,否,否,否,否,月卡,2,就餐时付费,76.5,162.45,是
437,男,是,是,是,否,否,否,否,是,月卡,13,就餐时付费,84.05,1095.3,是
438,女,否,否,是,是,是,否,是,否,月卡,67,花呗付款,102.95,6886.25,是
439,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,72,微信自动扣款,21,1493.75,否
440,男,否,否,是,否,否,是,否,否,月卡,3,手工转账,82.3,214.4,否
441,女,是,否,是,否,否,否,否,否,月卡,47,就餐时付费,80.35,3825.85,是
442,男,否,否,否,否,否,否,否,否,月卡,4,就餐时付费,70.65,293.85,否
443,女,否,否,否,是,否,否,否,否,月卡,18,就餐时付费,73.55,1359.45,否
444,女,是,是,是,否,是,是,是,否,年卡,62,微信自动扣款,70.75,4263.45,否
445,男,是,是,否,是,是,否,是,是,月卡,21,就餐时付费,104.4,2157.95,是
446,男,否,否,否,否,是,否,是,是,月卡,7,微信自动扣款,98.05,713,是
447,男,否,否,否,否,是,否,否,否,月卡,29,微信自动扣款,48.95,1323.7,否
448,女,是,否,是,否,否,是,否,否,年卡,48,微信自动扣款,60.6,2985.25,否
449,男,是,否,是,否,否,是,否,否,年卡,22,花呗付款,56.25,1292.2,否
450,女,否,否,否,否,否,否,否,否,月卡,1,手工转账,25.8,25.8,是
451,男,是,是,否,否,是,是,是,是,年卡,53,手工转账,78.75,3942.45,否
452,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,6,花呗付款,19,105.5,否
453,男,是,否,否,是,否,否,是,是,双年卡,72,就餐时付费,99.4,7285.7,否
454,男,是,否,否,否,是,否,是,否,月卡,34,花呗付款,85.2,2874.45,否
455,女,是,否,否,否,是,是,否,是,年卡,48,手工转账,69.55,3435.6,否
456,女,是,否,是,否,否,否,否,否,月卡,21,就餐时付费,28.5,629.35,否
457,男,否,否,是,否,否,是,否,是,年卡,71,花呗付款,97.65,6687.85,否
458,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,20.25,20.25,否
459,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,手工转账,20.45,20.45,否
460,男,是,否,否,是,是,否,否,是,月卡,32,就餐时付费,93.5,2970.8,否
461,男,否,否,是,否,是,是,否,是,双年卡,63,微信自动扣款,71.9,4479.2,否
462,女,否,否,否,否,否,否,是,否,月卡,1,就餐时付费,54.65,54.65,否
463,女,是,是,是,是,是,是,是,是,双年卡,72,花呗付款,116.4,8543.25,否
464,女,否,否,否,是,是,否,是,是,双年卡,53,就餐时付费,105.55,5682.25,否
465,男,是,是,是,否,否,是,是,是,年卡,50,就餐时付费,75.5,4025.6,否
466,女,是,是,否,否,否,否,否,否,月卡,1,就餐时付费,69.25,69.25,是
467,男,是,否,否,否,是,否,是,是,月卡,15,就餐时付费,101.1,1504.05,是
468,女,是,否,否,否,否,是,是,否,月卡,21,就餐时付费,86.05,1818.9,否
469,男,是,否,是,否,否,否,是,是,月卡,1,就餐时付费,95,95,是
470,女,否,否,否,否,否,否,否,否,月卡,2,就餐时付费,70.75,154.85,是
471,男,是,是,是,是,是,否,否,是,年卡,65,花呗付款,72.45,4653.85,是
472,女,是,是,否,是,是,是,否,否,月卡,52,微信自动扣款,85.8,4433.3,否
473,男,否,否,否,否,是,否,是,否,月卡,13,就餐时付费,83.2,1060.6,是
474,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,4,手工转账,19.65,67.55,否
475,女,是,否,否,否,是,否,是,是,年卡,53,微信自动扣款,94.85,5000.2,是
476,女,否,否,是,是,是,否,是,是,年卡,46,就餐时付费,110,4874.8,是
477,女,否,否,否,否,是,是,是,是,年卡,40,花呗付款,105.95,4335.2,否
478,男,否,是,否,是,否,是,否,否,月卡,23,就餐时付费,54.15,1312.45,否
479,男,否,否,否,否,否,否,否,是,月卡,4,就餐时付费,85.65,338.9,是
480,女,是,否,是,是,是,否,是,是,月卡,57,微信自动扣款,58.75,3437.45,否
481,女,是,是,否,否,否,否,是,是,月卡,49,微信自动扣款,95.4,4613.95,否
482,男,否,否,是,否,是,是,否,是,月卡,9,微信自动扣款,68.25,576.95,否
483,男,否,是,否,是,否,否,是,是,月卡,4,就餐时付费,101.7,364.55,是
484,女,是,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,61,花呗付款,20.25,1278.8,否
485,女,否,否,否,是,是,是,是,否,双年卡,70,微信自动扣款,75.5,5212.65,否
486,女,否,否,否,否,否,是,是,否,月卡,34,手工转账,65,2157.5,否
487,男,是,否,是,否,否,否,否,是,月卡,13,就餐时付费,65.85,902.25,否
488,女,否,否,否,否,否,否,否,否,月卡,9,就餐时付费,74.55,622.9,是
489,男,否,否,是,否,否,是,否,是,双年卡,57,就餐时付费,93.75,5625.55,否
490,女,否,否,是,否,是,是,否,否,月卡,12,手工转账,61.65,713.75,是
491,女,否,否,否,否,是,是,是,是,月卡,7,就餐时付费,100.4,715,否
492,女,否,否,否,否,否,否,否,否,月卡,4,就餐时付费,74.9,321.75,是
493,女,否,否,否,否,否,否,否,是,年卡,45,就餐时付费,34.2,1596.6,否
494,男,否,否,否,是,是,是,是,是,年卡,44,微信自动扣款,85.25,3704.15,否
495,女,是,否,否,否,否,否,否,否,月卡,1,就餐时付费,74.45,74.45,是
496,女,否,否,是,否,是,是,是,是,年卡,36,花呗付款,89.65,3348.1,否
497,女,否,否,否,否,是,否,是,是,年卡,55,就餐时付费,100,5509.3,是
498,男,否,否,否,是,是,是,是,否,双年卡,69,花呗付款,97.65,6743.55,否
499,男,是,否,否,是,是,否,否,否,月卡,9,就餐时付费,79.9,741.7,是
500,男,否,否,是,是,否,否,否,是,月卡,30,花呗付款,94.3,2679.7,否
501,男,是,是,是,是,是,是,是,是,双年卡,71,花呗付款,90.3,6287.3,否
502,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,年卡,52,就餐时付费,20.4,1090.65,否
503,女,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,52,微信自动扣款,25.05,1270.25,否
504,男,否,否,是,否,否,否,否,否,月卡,24,微信自动扣款,55.65,1400.55,是
505,男,否,是,否,否,否,是,是,是,月卡,3,手工转账,70.7,225.65,否
506,女,是,是,是,否,是,否,是,是,双年卡,72,花呗付款,53.8,3952.45,否
507,男,是,否,否,否,否,是,否,否,月卡,4,手工转账,50.05,179.35,是
508,男,是,否,是,是,是,否,否,是,双年卡,72,就餐时付费,99.15,7422.1,否
509,女,否,否,否,是,是,否,否,否,月卡,1,就餐时付费,82.3,82.3,是
510,女,是,是,是,是,否,是,否,是,年卡,51,花呗付款,69.75,3562.5,否
511,女,是,是,否,否,是,是,是,是,年卡,51,就餐时付费,56.15,2898.95,否
512,男,否,否,是,是,是,是,是,是,双年卡,72,微信自动扣款,86.65,6224.8,否
513,女,是,是,是,否,否,是,否,否,月卡,64,微信自动扣款,86.8,5327.25,否
514,男,否,否,否,否,否,否,否,否,月卡,2,就餐时付费,25.05,56.35,是
515,男,是,否,是,是,是,是,是,是,年卡,70,微信自动扣款,109.5,7534.65,是
516,女,是,否,否,否,否,否,是,是,月卡,13,就餐时付费,45.3,528.45,否
517,男,否,否,是,否,是,否,是,否,年卡,52,就餐时付费,91.25,4738.3,否
518,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,7,手工转账,20.75,141.1,否
519,男,是,是,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,4,手工转账,19.9,76.65,否
520,男,否,否,否,否,是,否,是,是,月卡,2,就餐时付费,95.85,197.7,是
521,男,否,否,否,否,是,是,否,否,年卡,46,花呗付款,33.7,1537.85,否
522,男,是,是,否,否,是,否,否,是,双年卡,54,花呗付款,63.35,3409.1,否
523,女,否,否,否 ,否 ,否 ,否 ,否 ,否 ,月卡,1,就餐时付费,19.3,19.3,是
524,女,是,是,是,是,是,是,是,是,双年卡,72,微信自动扣款,65.7,4575.35,否
525,女,是,是,是,否,是,是,是,是,月卡,16,就餐时付费,112.95,1882.55,否
526,男,否,否,是,是,是,否,否,是,双年卡,66,花呗付款,74.6,4798.4,否
527,男,否,否,否,否,是,是,是,否,月卡,3,手工转账,88.35,262.05,是
528,男,是,是,是,否,否,否,是,否,月卡,11,微信自动扣款,65.15,723.35,否
529,女,是,是,是,是,否,是,是,是,双年卡,71,微信自动扣款,59.7,4122.65,否
530,男,否,否,否,否,否,否,是,否,月卡,9,花呗付款,34.7,296.1,是
531,男,否,否,否 ,否 ,否 ,否 ,否 ,否 ,双年卡,57,微信自动扣款,20.65,1125.6,否
